report_id,subject,transport_mode,detection
MOR55343,"Tiger skull & bones seized in Seoni District, Madhya Pradesh",,Investigation
MOR55344,"1 ivory piece seized in Howrah, West Bengal",,Intelligence
MOR55345,"5 capped langurs seized in Bakalia, Chittagong Division - 3 arrested",,Operation
MOR55374,"4 dead monkeys (3.6 kg) seized at Boston Logan International Airport, Massachusetts - 1 suspect",Air,Dogs
MOR55375,"6 tusks (68 kg) seized in Mouila, Gabon - 3 arrested",,
MOR55376,"2.14 kg of pangolin scales seized in Asansol, West Bengal - 2 suspects",,Intelligence
MOR55377,"2 tusks seized in Dhemaji, Assam - 1 suspect",,Intelligence
MOR55378,"4.5 kg of ivory pieces seized in Kannur, Kerala",,Intelligence
MOR55380,"Bird feathers seized at Kolkata Foreign Post Office, West Bengal",,
MOR55383,"745 turtles seized in Etawah, Uttar Pradesh",,Intelligence
MOR55401,"790 kg of teak wood seized in Nattalin District, Bago Region",,
MOR55426,"1 leopard skin seized in Daringbadi, Odisha State - 1 arrested",,Intelligence
MOR55436,Fish seized in Loktak Lake - 6 arrested,Lake/River,
MOR55454,"72 Alexandrine parakeet chicks seized on Jagatsinghpur - Paradip Rd, Odisha - 2 arrested",,Intelligence
MOR55458,"1 leopard carcass seized in Gularbhoj, Uttarakhand",,Intelligence
MOR55462,"1 burmese python (45 kg) seized on Kallian Rd, Las Lomas - 1 arrested",,Intelligence
MOR55488,"4 suspected rhino poachers arrested at Kranskop Toll Plaza, N1",Land - Vehicle,Intelligence
MOR55507,"1 live Indian pangolin seized on Ambabhona - Bhukta Rd, Odisha - 1 arrested",,Intelligence
MOR55513,"Chital meat seized in Umblebailu Village, Karnataka State - 3 arrested",,Intelligence
MOR55532,"35 kg of glass eels seized in Le Pellerin, Pays de la Loire - 2 arrested",Land - Vehicle,Routine Inspection
MOR55649,"1 muntjac skin seized in Baruipur, West Bengal - 1 suspect",,Intelligence
MOR55650,"Indian softshell turtles seized in Bongaon & Baruipur, West Bengal - 2 suspects",,Intelligence
MOR55651,"1 leopard skin seized in Cuttack, Odisha State",,Intelligence
MOR55652,"1 leopard skin seized in Raxaul, Bihar State - 1 suspect",,Intelligence
MOR55673,"Suspsected rhino poaching at Harmony Farm 16, Limpopo province - 4 arrested",Land - Vehicle,Routine Inspection
MOR55736,"Wooden furniture seized from a bus in Bagdogra, West Bengal - 2 suspects",Land - Vehicle,
MOR55737,"4 logs seized in Rampur, Kalahandi, Odisha - 2 arrested",,
MOR55738,"Timber seized in Ganderbal, Jammu and Kashmir - 1 arrested",Land - Vehicle,
MOR55739,"11 red sanders logs seized in Gudiyatham, Tamil Nadu - 1 arrested",Land - Vehicle,Routine Inspection
MOR55740,"Timber seized in Williamnagar, East Garo Hills District, Meghalaya",,
MOR55741,"Timber seized in Mansehra, Khyber Pakhtunkhwa - suspects fined",,
MOR55742,"Illegal logging in Akot, Maharashtra - timber seized",,
MOR55744,"Timber seized in Zikzak, Meghalaya",Land - Vehicle,
MOR55745,"24 Deodar logs (54.16 ft3) seized on Baramulla-Srinagar National Highway, Palhalan, Jammu and Kashmir - 1 arrested",Land - Vehicle,
MOR55746,Mangrove roots seized in Bhitarkanika National Park - 3 arrested,,Intelligence
MOR55748,"120 ft of timber seized in Laljhuri, Tripura",,Intelligence
MOR55749,"Timber seized from two sawmills in Badacharigan & Podapada, Odisha",,
MOR55750,"54 ft3 of timber seized from 3 locations in Balipatna, Goruhatapadia & Chanahata, Odisha",,
MOR55751,"36 ft3 of timber seized in Mangarajpur, Odisha",Land - Vehicle,
MOR55753,"Timber seized in Baghaichari Upazila, Rangamati District - 2 arrested",,
MOR55755,"Sal logs seized in Jaleswar, Odisha",Land - Vehicle,
MOR55756,"Timber seized from mobile timber mill in Rangjuli, Assam",Land - Vehicle,Intelligence
MOR55757,"Logs seized from a sawmill in Chipansila, Bongaigaon, Assam",,
MOR55758,"20 pieces of sawn padauk wood (0.64 m3) seized in Teylarabad, Andaman and Nicobar - 1 arrested",,Intelligence
MOR55759,"Timber seized from four sawmills in Sirakoili, Gunuda, Darkoili & Patukasasan, Odisha",,
MOR55760,"Timber seized in Arin village, Bandipora, Jammu and Kashmir - 1 arrested",,
MOR55761,"5 sal logs seized in Ambikapur, Chhattisgarh",Land - Vehicle,Intelligence
MOR55762,"12 pieces of sawn timber (0.459 m3) seized in Khadi Basthi, Andaman and Nicobar",,Routine Inspection
MOR55763,"Timber seized in Dasgar, Berpara, Assam",Land - Vehicle,
MOR55764,"Timber seized near Doomdooma town bypass, Tinsukia District, Assam - 1 arrested",Land - Vehicle,Routine Inspection
MOR55765,300 kg fish seized at Luanda Port - 3 arrested,Sea,
MOR55770,"Timber seized in Nandagondanahalli, Karnataka - 3 arrested (2 charged)",,
MOR55772,"13.7 m3 of timber seized from sawmills in Matla, South 24 Parganas, West Bengal",,
MOR55773,2 poachers arrested in Similipal National Park,,
MOR55774,"2 suspected poachers arrested in Dukura, Odisha",,
MOR55775,"Kasi trees felled and seized in Champaghar, Odisha - 2 arrested",,
MOR55776,"30 ft of timber seized in Vewan, Bandipora, Jammu and Kashmir",,
MOR55777,"2 deer horns and 1 deer skull seized in Golanthara, Odisha - 4 arrested",,Intelligence
MOR55778,"Khair wood seized on Naigaon-Kingaon road, Jalgaon, Maharashtra",Land - Vehicle,Routine Inspection
MOR55800,12 kg of deer meat seized in Bhitarkanika National Park - 1 arrested,,Intelligence
MOR55817,"12 turtles seized in Kotwali, Chattogram - 2 arrested",,Test Purchase
MOR55853,"4,400 kg of lobsters seized from a fishing vessel off Lamma Island - 4 arrested",Sea,
MOR55988,12 Lear's macaws & 17 golden lion tamarins seized in Togo - 5 arrested,Sea,
MOR55989,"8,593 kg of timber seized in Maubin Township, Ayeyarwady Region",,Routine Inspection
MOR55990,"38,227 kg of teak wood seized in Lewe Township, Naypyidaw Union Territory",,Routine Inspection
MOR55993,"16,294 kg of teak wood seized in Tatkon Township, Naypyidaw Union Territory",,
MOR55995,"586 kg of teak wood seized in Ingapu Township, Ayeyawady Region",,Routine Inspection
MOR55997,"5,375 kg of timber seized in in Pathein Township, Ayeyawady Region",,Routine Inspection
MOR55999,"697 kg of timber seized in Pathein Township, Ayeyawady Region",,Routine Inspection
MOR56000,"6,010 kg of timber seized in Nyaungdon Township, Ayeyarwady Region",,Routine Inspection
MOR56004,"398 kg of teak wood & 19,850 kg of timber seized in Bago & Taungoo Districts, Bago Region",,Routine Inspection
MOR56005,"5,086 kg of teak wood seized in Mingaladon Township, Yangon Region",,
MOR56007,"Teak wood & timber seized in Bago & Tharrawaddy Districts, Bago Region",,Routine Inspection
MOR56008,"Teak wood, hardwood & timber seized in Taungoo, Nyaunglebin & Nattalin Districts, Bago Region",,
MOR56016,1 baby chimp seized in Cote d'Ivoire - 1 arrested,,
MOR56073,20 birds seized at Juanda International Airport,Air,X-ray
MOR56082,"200 kg of tusks seized in Mfum, Cross River State - 1 arrested",Land - Vehicle,
MOR56083,3 arrested for smuggling 5 ivory pieces (25.35 kg) to Asia,,Intelligence
MOR56085,"1 female rhino poached in Agoratoli Range, Kaziranga National Park - suspects arrested",Lake/River,
MOR56088,1 arrested in Tuen Mun for suspected money laundering proceeds of wildlife trade,,
MOR56089,"0.23 kg of tiger teeth and 0.128 kg of pangolin meat seized at SkyPier Terminal, Hong Kong Airport - 1 arrested",Air,
MOR56090,64 live turtles seized at Hong Kong International Airport - 1 arrested,Air,
MOR56091,72 parrot eggs seized at Hong Kong International Airport,Air,
MOR56092,115 kg of shark fins seized at Hong Kong International Airport,Air,Risk Assessment
MOR56093,"1,200 kg of shark fins seized at Kwai Chung Customhouse Cargo Examination Compound",Sea,Risk Assessment
MOR56094,"4,200 kg of shark skins seized at Kwai Chung Customhouse Cargo Examination Compound - 1 charged",Sea,Risk Assessment
MOR56098,"1,200 kg of shark fins seized in waters off Black Point",Lake/River,Routine Inspection
MOR56151,"1 leopard skin & 1 juveline leopard carcass seized in Purola, Uttarkashi",,Intelligence
MOR56154,"1 elephant molar peice seized in Tamulpur District, Assam",,Intelligence
MOR56157,"3 ivory figurines seized in Kolkata, West Bengal",,Intelligence
MOR56159,"250 kg of dead sea cucumbers seized in Ramanathapuram, Tamil Nadu",,Intelligence
MOR56162,"1 sloth bear carcass, barking deer, wild boar & peafow body parts & meat seized in South Seoni Forest Division, Madhya Pradesh",,Intelligence
MOR56165,"2 jars of snake venom seized in Murliganj, West Bengal",,Intelligence
MOR56207,"1,390 kg of timbers seized in Pwintbyu Township, Magway Region",,Routine Inspection
MOR56208,"685 kg of teak wood seized in Tharrawaddy District, Bago Region",,
MOR56209,"9,744 kg of teak wood & 2,594 kg of timber seized in Pyinmana, Lewe & Ottarathiri Townships",,
MOR56349,"20 kg of deer meat seized in Mahakumbukkadawala, Puttalam, North Western Province - 1 arrested",,
MOR56350,"31.2 kg of turtle meat and a turtle shell seized from a fishing boat in Kochchikade, Negombo - 2 arrested",Sea,Routine Inspection
MOR56351,9 lobsters seized at Dehiwala Beach - 4 arrested,Sea,
MOR56365,150 kg of birds nests seized at Shenzhen Bay Control Point - 1 charged,Land - Vehicle,Risk Assessment
MOR56366,"1,800 hairy crabs (550 kg) seized at Hong Kong-Zhuhai-Macao Bridge Hong Kong Port",Land - Vehicle,Risk Assessment
MOR56367,"Deer tails, birds, totoaba swim bladders and shark fins seized in Lau Fau Shan",Sea,
MOR56368,"6,400 hairy crabs (920 kg) seized at Hong Kong-Zhuhai-Macao Bridge Hong Kong Port - 1 arrested",Land - Vehicle,Risk Assessment
MOR56373,600 kg of live lobsters seized at Man Kam To Control Point - 1 charged,Land - Vehicle,Risk Assessment
MOR56524,"2,378 m3 of wood seized in Turbo, Antioquia - 4 arrested",Sea,Routine Inspection
MOR25829,"16kg of rhino horn seized at Hong Kong International Airport, one female suspect arrested",Air,X-ray
MOR25830,"2 tusks (31 kg) seized in Koumassi, 3 people arrested",,Operation
MOR25831,"Pangolin scales seized in Balichhatra and Brundgadi villages, six suspects arrested",Land - Vehicle,Intelligence
MOR25939,"ivory, tortoise shell, feathers & horn seized in Terengganu, Malaysia - 6 Cambodians arrested",Land - Foot,
MOR25971,"1 ivory bangle (100g) seized at Jomo Kenyatta International Airport, Kenya - 1 Zambian female arrested",Air,Routine Inspection
MOR25974,"13 turtle shells including 9 loggerheads’, as well as turtle penis seized in Dakar- Senegal, Two people arrested",,Operation
MOR25976,"4 ivory pieces seized in Franceville, Gabon - 2 people arrested",,Operation
MOR25978,"Three Blue tongued skinks seized at Sultan Aji Muhammad Sulaiman Airport, Balikpapan",Air,X-ray
MOR25995,"1 tusk in pieces (20 kg) seized in Libreville, Gabon - two arrested",,Operation
MOR25996,"2 live pangolin seized near Themba, Gauteng - 6 arrested",Land - Vehicle,Intelligence
MOR25999,"One Pangolin seized on the N1 Road, Musina CBD, South Africa - 3 arrested",Land - Vehicle,Intelligence
MOR26000,"Two rhino horn seized Stoltznek area in Kruger National Park, two suspects arrested",,Routine Inspection
MOR26001,"60kg of European eel elvers seized at Charles de Gaulle Airport, two Chinese nationals arrested and convicted",Air,Routine Inspection
MOR26002,"400 cubic meters of Mussivi seized in Luchazes, Angola- 3 chinese suspects arrested",Land - Vehicle,Intelligence
MOR26009,"46 products seized, inc. ivory, skins & hornbill casque, in Kelantan, Malaysia - 2 arrested",,
MOR26018,"1.8 kg ivory & 22.5 kg agarwood seized at the Tan Son Nhat International Airport, Viet Nam - 1 arrested",Air,Routine Inspection
MOR26023,"2 tusks (5kg) seized from well in Kochi, Kerala, India - 4 suspects arrested & 1 still at large",,Investigation
MOR26030,"Leopard skin & tusk seized in Bhawanipatna, India - 4 suspects arrested.",,Intelligence
MOR26038,"1 live Temminck's Ground pangolin seized in Rusternburg, North West Province",Land - Vehicle,Operation
MOR26050,"1.2 kg elephant ivory seized at Srirampur, Assam, India - 2 arrested",Land - Vehicle,Operation
MOR26051,"3 tusks (58 kg) seized at the President Park, Midrand, 6 arrested",,Intelligence
MOR26060,1500 kg pangolin scales seized at Port Harcourt International Airport,Air,Intelligence
MOR26104,"7 ivory statues (4.22kg) seized at Hanoi Airport, Vietnam - 1 Vietnamese student suspect",Air,
MOR26105,"2 tusks seized in Mbuyuni, Arumeru district, Arusha region - Tanzania - 5 suspects arrested.",,
MOR26111,"242 bear paws, 2 Amur tiger paws & 2 mammoth tusks seized in the Primosrky Region, 4 arrested",,
MOR26112,16 bluetongue skinks seized from a Japanese citizen at Soekarno Hatta Airport,Air,Routine Inspection
MOR26118,"2 tusks seized from residence in Gua Musang, Kelantan, Malaysia - 1 arrested",,Intelligence
MOR26125,"930 corals seized in Mumbai, two suspects arrested",Land - Vehicle,Operation
MOR26127,2 tusks (20kg) seized in Batouri - two people arrested,,Operation
MOR26128,"2  tusks seized in Brazzaville, Congo - 1 person arrested",Land - Vehicle,
MOR26134,"2 rhino horns seized in Modemolle, Limpopo - 1 arrested",,Intelligence
MOR26144,"lion head & skin, impala horn & skin, kudu skin & warthog teeth seized - 6 arrested",,Intelligence
MOR26203,27 tusks (120 kg) seized in Mitzic - 4 convicted,Land - Vehicle,Intelligence
MOR26246,"4 tusks (14kg) seized in Djougou, Benin - 2 suspects convicted",,
MOR26329,"2 ivory pieces seized from an online seller in Nganjuk, East Java - one person arrested",,Investigation
MOR26336,"10278 baby lobsters seized in Ngawi, East Java - 3 suspects charged",Land - Vehicle,
MOR26340,"55 animals seized in Triangle Market, Angola - 4 suspects",,Operation
MOR26346,"2 tusks (11.5kg) seized in Kedougou, Senegal - two people involved",Land - Vehicle,Routine Inspection
MOR26379,"100 rhino horns and 4 tiger carcasses seized in Rhenosterspruit Game Farm, Klerksdorp, three suspects arrested",,Intelligence
MOR26383,4 tiger fetuses seized in Riau - 4 people detained,,Investigation
MOR26442,1 Sunda pangolin seized in Quang Nam - 1 convicted,,Operation
MOR26444,"5 fresh rhino horns seized in Malelane Section of Kruger National Park, five suspects arrested",Land - Vehicle,Routine Inspection
MOR26448,Live cheetah & lion bones seized in Northern Cape - 1 arrested,,Intelligence
MOR26451,"One live pangolin seized in Acornhoek, Mpumalanga, three suspects detained",,
MOR26453,10 dead weasels 100 live bamboo rats seized from a bus in Dak Lak - 1 female suspect,Land - Vehicle,Routine Inspection
MOR26454,8 macaques seized from a bus (Dak Lak) - 2 suspects,Land - Vehicle,Routine Inspection
MOR26457,15 live Eastern Spotted Doves and 21 live White-breasted Waterhens seized at the restaurant in Da Nang - restaurant fined,,Routine Inspection
MOR26458,70 wildlife animals en route Kon Tum to Ho Chi Minh seized (Dak Lak) - 1 suspect arrested,Land - Vehicle,Routine Inspection
MOR26496,Pileated gibbon seized from a premises in Oddar Meanchey,,
MOR26499,Live sun bear cub missing a paw seized in Steung Treng,,
MOR26516,"350 sea cucumbers seized from Palleimunai beach area in Mannar, four suspect arrested",,
MOR26517,"409 sea cucumbers seized on Pallimunai Beach, Mannar, four suspects arrested",,
MOR26518,"2kg of Oceanic whitetip shark fins seized from a trawler, 8 suspects arrested",Sea,Routine Inspection
MOR26519,"6kg of turtle meat seized in Pallikuda, Chavakachcheri, one suspect arrested",Land - Vehicle,
MOR26520,"1,649kg of shark fins seized in Kudawa and Ammathottam areas of Kalpitiya, six people arrested",Land - Vehicle,
MOR26521,"85kg of fish and 165 sea cucumbers seized in waters off Kimbulbokka, Kalpitiya, 9 people arrested",Sea,
MOR26522,"977 sea cucumbers seized from a boat in Karadakkuliya beach, six people arrested",Sea,
MOR26523,"15kg of fish seized at Kandy Lake, two suspects arrested",Lake/River,
MOR26524,"123 sea cucumbers seized at Vankalai beach, five people arrested",Sea,
MOR26525,"14.5kg of turtle meat seized in Southbar, Mannar, two suspects arrested",Sea,
MOR26526,"7 lobsters seized in Galle Face, Colombo, two suspects arrested",Sea,
MOR26527,"8kg of fish seized at Kandy Lake, one person arrested",Land - Foot,Routine Inspection
MOR26528,"2,432 conch shells seized in Irukkulampiddi, Mannar, onw suspect arrested",,
MOR26529,"56 sea cucumbers seized in Kokkupadayan, five people arrested",Sea,
MOR26532,"33 porcipine quills, Gaharu wood, deer horns seized at Kuching Waterfront",,
MOR26536,"70 Conch shells seized in Punkudutivu, seven suspects arrested",Sea,
MOR26563,"4 tusks seized in Tunon Taka Park, Indonesia - 1 arrested",Sea,X-ray
MOR26565,"2 rhino horn pieces (1.9 kg) seized at Noi Bai International Airport, Hanoi, one suspect detained",Air,
MOR26566,"47 (169kg) wildlife individuals, both live and frozen, seized from 2 vehicles on National Highway 12, Dien Bien – 3 suspects",Land - Vehicle,Routine Inspection
MOR26567,"48 wildlife animals seized at a private residence in Quang Binh, Viet Nam - 1 suspect arrested",,Other
MOR26569,19 Asian small-clawed otters (15 live and 4 dead) seized on NAtional Highway 1 in Nghe An Province,Land - Vehicle,
MOR26574,2 live tiger cubs (8kg) inside a plastic box seized from a motorbike - 2 suspects absconded,Land - Vehicle,Routine Inspection
MOR26761,"600 kg pangolin scales, 200 live parrots & 3 tusks seized at Bonaberi, Douala, suspects arrested",Lake/River,Operation
